contig_id	gc_fraction	gc_percent	coverage	coverage_log10	length_bp	kraken_status	taxon_label	kraken_length	taxid	broad_taxon
NODE_19181_length_373_cov_0.986486	0.4987	49.87	1.6086	0.416407489943098	373	C	Vibrio cidicii (taxid 1763883)	373	1763883	Vibrio
NODE_19182_length_373_cov_0.986486	0.3834	38.34	1.6086	0.416407489943098	373	C	Vibrio (taxid 662)	373	662	Vibrio
NODE_19183_length_373_cov_0.986486	0.4853	48.53	1.6086	0.416407489943098	373	C	Vibrio parahaemolyticus (taxid 670)	373	670	Vibrio
NODE_19184_length_373_cov_0.814189	0.5335	53.35	1.6086	0.416407489943098	373	C	Vibrio cidicii (taxid 1763883)	373	1763883	Vibrio
NODE_19185_length_373_cov_0.739865	0.5228	52.28	1.2064	0.343684248831775	373	C	Vibrio antiquarius (taxid 150340)	373	150340	Vibrio
NODE_19186_length_373_cov_0.739865	0.4638	46.38	1.2064	0.343684248831775	373	C	Vibrio vulnificus (taxid 672)	373	672	Vibrio
NODE_19187_length_373_cov_0.733108	0.4772	47.72	1.2064	0.343684248831775	373	C	Vibrio (taxid 662)	373	662	Vibrio
NODE_19188_length_373_cov_0.641892	0.4638	46.38	2.3351	0.52310886038063	373	C	Vibrio sp. NH-7 (taxid 3470823)	373	3470823	Vibrio
NODE_19189_length_372_cov_93.983051	0.4866	48.66	153.1935	2.18806606649295	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19190_length_372_cov_83.633898	0.664	66.4	136.2849	2.13762277170643	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19191_length_372_cov_72.193220	0.4812	48.12	118.1586	2.07612539202667	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19192_length_372_cov_62.681356	0.6586	65.86	107.6613	2.03607489653287	372	C	Caulobacter flavus (taxid 1679497)	372	1679497	Other classified
NODE_19193_length_372_cov_61.847458	0.6882	68.82	108.871	2.04088307730095	372	C	Hyphomicrobiales (taxid 356)	372	356	Other classified
NODE_19194_length_372_cov_60.803390	0.4086	40.86	99.3091	2.00134033382315	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19195_length_372_cov_60.203390	0.371	37.1	99.1478	2.00064141335646	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19196_length_372_cov_58.854237	0.6129	61.29	95.9597	1.98659126308721	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19197_length_372_cov_58.135593	0.4785	47.85	94.7446	1.98111428910191	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19198_length_372_cov_54.644068	0.5108	51.08	89.078	1.95461873498278	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19199_length_372_cov_53.691525	0.4704	47.04	87.6882	1.94786584062326	372	C	Mesorhizobium (taxid 68287)	372	68287	Other classified
NODE_19200_length_372_cov_51.227119	0.3306	33.06	96.9919	1.99119017844056	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19201_length_372_cov_49.549153	0.4677	46.77	80.9086	1.91332950293823	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19202_length_372_cov_44.993220	0.3871	38.71	73.4919	1.87210905158651	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19203_length_372_cov_44.952542	0.4731	47.31	73.3656	1.87137208628444	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19204_length_372_cov_43.572881	0.6935	69.35	71.1909	1.85848245617263	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19205_length_372_cov_42.067797	0.457	45.7	68.9328	1.84468091706056	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19206_length_372_cov_40.569492	0.6344	63.44	66.129	1.82691017768221	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19207_length_372_cov_39.142373	0.5054	50.54	66.8306	1.8314256586622	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19208_length_372_cov_38.349153	0.3952	39.52	64.4785	1.81609872191302	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19209_length_372_cov_38.261017	0.7016	70.16	64.1586	1.81397174447001	372	C	Caulobacter soli (taxid 2708539)	372	2708539	Other classified
NODE_19210_length_372_cov_36.633898	0.4973	49.73	61.1452	1.7934075900329	372	C	Bacillus (taxid 1386)	372	1386	Bacillus
NODE_19211_length_372_cov_36.610169	0.5027	50.27	59.6774	1.78302696318515	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19212_length_372_cov_35.298305	0.4677	46.77	57.8602	1.7698217334474	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19213_length_372_cov_34.918644	0.6183	61.83	57.2554	1.76533618860801	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19214_length_372_cov_34.891525	0.4005	40.05	56.8548	1.76233939659865	372	C	unclassified Nonlabens (taxid 2615035)	372	2615035	Unclassified
NODE_19215_length_372_cov_34.393220	0.4489	44.89	56.0457	1.75622291366828	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19216_length_372_cov_32.552542	0.4812	48.12	54.6156	1.74519662689944	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19217_length_372_cov_32.522034	0.2903	29.03	53.1129	1.73330080911737	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19218_length_372_cov_32.376271	0.3763	37.63	52.7903	1.73070396644175	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19219_length_372_cov_31.566102	0.5511	55.11	45.0027	1.66278332213134	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19220_length_372_cov_30.613559	0.3441	34.41	49.9435	1.70708877923124	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19221_length_372_cov_29.942373	0.6102	61.02	48.7903	1.69714474302485	372	C	Streptomyces (taxid 1883)	372	1883	Other classified
NODE_19222_length_372_cov_28.206780	0.672	67.2	45.9651	1.67177525139105	372	C	Limimaricola litoreus (taxid 2955316)	372	2955316	Other classified
NODE_19223_length_372_cov_27.206780	0.629	62.9	52.2769	1.72653894679172	372	C	Roseibium sp. M-1 (taxid 3569461)	372	3569461	Other classified
NODE_19224_length_372_cov_26.850847	0.6989	69.89	44	1.65321251377534	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19225_length_372_cov_26.423729	0.5081	50.81	43.1022	1.64446025441181	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19226_length_372_cov_26.227119	0.3656	36.56	42.7392	1.64087083542858	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19227_length_372_cov_26.118644	0.4731	47.31	66.7124	1.83066820721471	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19228_length_372_cov_24.884746	0.6667	66.67	40.6398	1.61950863488497	372	C	Agrobacterium (taxid 357)	372	357	Other classified
NODE_19229_length_372_cov_24.498305	0.5215	52.15	39.9194	1.61192925703916	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19230_length_372_cov_21.420339	0.5941	59.41	36.9489	1.57919919180321	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19231_length_372_cov_21.372881	0.4194	41.94	35.3763	1.56081852289398	372	C	Vibrio cidicii (taxid 1763883)	372	1763883	Vibrio
NODE_19232_length_372_cov_21.281356	0.5054	50.54	35.1774	1.55843735173807	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19233_length_372_cov_21.267797	0.4866	48.66	34.672	1.55232745934155	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19234_length_372_cov_20.972881	0.5376	53.76	34.4301	1.54937237811322	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19235_length_372_cov_20.250847	0.6371	63.71	33.2392	1.53452360881924	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19236_length_372_cov_19.959322	0.6425	64.25	32.6022	1.52636771240717	372	C	Caulobacter flavus (taxid 1679497)	372	1679497	Other classified
NODE_19237_length_372_cov_19.796610	0.6425	64.25	32.2581	1.52189743480877	372	C	Limimaricola variabilis (taxid 1492771)	372	1492771	Other classified
NODE_19238_length_372_cov_19.301695	0.6774	67.74	31.8118	1.51603005570226	372	C	Streptomyces noursei (taxid 1971)	372	1971	Other classified
NODE_19239_length_372_cov_18.057627	0.3683	36.83	29.4301	1.48330337954768	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19240_length_372_cov_18.054237	0.422	42.2	29.4274	1.48326484378456	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19241_length_372_cov_17.569492	0.4651	46.51	28.629	1.47171699397716	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19242_length_372_cov_17.311864	0.6371	63.71	28.2177	1.46564602554	372	C	Streptomyces sp. CY-1 (taxid 3388313)	372	3388313	Other classified
NODE_19243_length_372_cov_15.369492	0.6183	61.83	25.2285	1.41877345413018	372	C	Phaeobacter (taxid 302485)	372	302485	Other classified
NODE_19244_length_372_cov_15.342373	0.6935	69.35	25	1.41497334797082	372	C	Caulobacter mirabilis (taxid 69666)	372	69666	Other classified
NODE_19245_length_372_cov_13.362712	0.6909	69.09	21.7742	1.35744313024711	372	C	Caulobacter sp. RL271 (taxid 3458546)	372	3458546	Other classified
NODE_19246_length_372_cov_12.413559	0.5403	54.03	20.5618	1.33368501335314	372	C	Vibrio cidicii (taxid 1763883)	372	1763883	Vibrio
NODE_19247_length_372_cov_9.749153	0.5699	56.99	16.0108	1.23072473850473	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19248_length_372_cov_8.908475	0.6129	61.29	14.5161	1.19078256992958	372	C	Achromobacter kerstersii (taxid 1353890)	372	1353890	Other classified
NODE_19249_length_372_cov_7.918644	0.4597	45.97	12.9032	1.14311477021066	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19250_length_372_cov_7.433898	0.6129	61.29	12.3226	1.12458898875796	372	C	Bradyrhizobium (taxid 374)	372	374	Other classified
NODE_19251_length_372_cov_7.423729	0.7366	73.66	12.0968	1.11716519549475	372	C	Actinomycetes (taxid 1760)	372	1760	Other classified
NODE_19252_length_372_cov_5.420339	0.4866	48.66	9.0591	1.00255912559876	372	C	Vibrio cidicii (taxid 1763883)	372	1763883	Vibrio
NODE_19253_length_372_cov_4.945763	0.6989	69.89	8.0618	0.957214472778624	372	C	Miltoncostaea marina (taxid 2843215)	372	2843215	Other classified
NODE_19254_length_372_cov_3.216949	0.4946	49.46	5.2419	0.79531680665612	372	C	Vibrio cidicii (taxid 1763883)	372	1763883	Vibrio
NODE_19255_length_372_cov_2.474576	0.7151	71.51	4.0323	0.701766523625792	372	C	Micrococcus (taxid 1269)	372	1269	Other classified
NODE_19256_length_372_cov_2.227119	0.6801	68.01	3.629	0.665487180782811	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19257_length_372_cov_1.979661	0.4247	42.47	3.4328	0.646678137151847	372	C	Vibrio parahaemolyticus (taxid 670)	372	670	Vibrio
NODE_19258_length_372_cov_1.979661	0.4516	45.16	3.2258	0.625908938775975	372	C	Vibrio cidicii (taxid 1763883)	372	1763883	Vibrio
NODE_19259_length_372_cov_1.732203	0.371	37.1	2.8226	0.582358855465685	372	C	Vibrio vulnificus Env1 (taxid 1246305)	372	1246305	Vibrio
NODE_19260_length_372_cov_1.484746	0.5269	52.69	2.4194	0.533949907357474	372	C	Vibrio cidicii (taxid 1763883)	372	1763883	Vibrio
NODE_19261_length_372_cov_1.484746	0.4892	48.92	2.4194	0.533949907357474	372	U	unclassified (taxid 0)	372	0	Unclassified
NODE_19262_length_372_cov_1.484746	0.4892	48.92	2.4194	0.533949907357474	372	C	Vibrio navarrensis (taxid 29495)	372	29495	Vibrio
NODE_19263_length_372_cov_1.328814	0.5134	51.34	2.4194	0.533949907357474	372	C	Vibrio cidicii (taxid 1763883)	372	1763883	Vibrio
NODE_19264_length_372_cov_1.237288	0.4382	43.82	2.0161	0.479445736643433	372	C	Vibrio cidicii (taxid 1763883)	372	1763883	Vibrio
NODE_19265_length_372_cov_1.237288	0.5269	52.69	2.0161	0.479445736643433	372	C	Vibrio cidicii (taxid 1763883)	372	1763883	Vibrio
NODE_19266_length_372_cov_1.213559	0.5	50	2.4194	0.533949907357474	372	C	Vibrio navarrensis (taxid 29495)	372	29495	Vibrio
NODE_19267_length_372_cov_1.213559	0.4946	49.46	3.4409	0.647470993858846	372	C	Vibrio vulnificus (taxid 672)	372	672	Vibrio
NODE_19268_length_372_cov_0.949153	0.4866	48.66	1.6129	0.417122788878019	372	C	Vibrio cidicii (taxid 1763883)	372	1763883	Vibrio
NODE_19269_length_372_cov_0.861017	0.4301	43.01	1.5108	0.399812119978673	372	C	Vibrio vulnificus (taxid 672)	372	672	Vibrio
NODE_19270_length_372_cov_0.742373	0.4731	47.31	1.2097	0.344333315681277	372	C	Vibrio cidicii (taxid 1763883)	372	1763883	Vibrio
NODE_19271_length_371_cov_91.081633	0.4798	47.98	148.3558	2.17422209241779	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19272_length_371_cov_75.068027	0.5148	51.48	122.3423	2.09111204258222	371	C	Asaia prunellae (taxid 610245)	371	610245	Other classified
NODE_19273_length_371_cov_72.122449	0.4528	45.28	124.0566	2.09710661704167	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19274_length_371_cov_67.642857	0.5876	58.76	110.4717	2.04716462439008	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19275_length_371_cov_67.238095	0.4987	49.87	109.5499	2.04355835406563	371	C	Vibrio sp. NH-7 (taxid 3470823)	371	3470823	Vibrio
NODE_19276_length_371_cov_65.625850	0.3369	33.69	112.9218	2.05660683833537	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19277_length_371_cov_60.394558	0.6739	67.39	98.5202	1.99791124012417	371	C	Rhizobium sp. SYY.PMSO (taxid 3382192)	371	3382192	Other classified
NODE_19278_length_371_cov_53.615646	0.3989	39.89	89.1402	1.95491851733381	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19279_length_371_cov_53.125850	0.3774	37.74	86.5148	1.94208150462009	371	C	Flavobacterium marginilacus (taxid 3003256)	371	3003256	Other classified
NODE_19280_length_371_cov_51.319728	0.442	44.2	84.4609	1.93176746211768	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19281_length_371_cov_50.646259	0.4151	41.51	82.4744	1.92155330610166	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19282_length_371_cov_48.897959	0.5876	58.76	79.8491	1.90767518976859	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19283_length_371_cov_48.217687	0.5472	54.72	139.1563	2.14661262399243	371	C	Phenylobacterium (taxid 20)	371	20	Other classified
NODE_19284_length_371_cov_44.700680	0.593	59.3	75.4447	1.88334738065031	371	C	Vibrio vulnificus (taxid 672)	371	672	Vibrio
NODE_19285_length_371_cov_44.445578	0.5903	59.03	72.372	1.86553035738915	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19286_length_371_cov_42.442177	0.6685	66.85	69.8787	1.85051574347262	371	C	Caulobacter segnis (taxid 88688)	371	88688	Other classified
NODE_19287_length_371_cov_42.411565	0.6199	61.99	69.3962	1.84754921647773	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19288_length_371_cov_42.210884	0.496	49.6	68.7332	1.8434395950838	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19289_length_371_cov_39.537415	0.6631	66.31	79.283	1.90462359275295	371	C	Sphingomonas leidyi (taxid 68569)	371	68569	Other classified
NODE_19290_length_371_cov_38.982993	0.6765	67.65	63.6685	1.81069278750846	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19291_length_371_cov_38.636054	0.6577	65.77	63.2264	1.80771357974489	371	C	Caulobacter segnis (taxid 88688)	371	88688	Other classified
NODE_19292_length_371_cov_38.564626	0.6792	67.92	63.3235	1.80836966741533	371	C	Caulobacter sp. (taxid 78)	371	78	Other classified
NODE_19293_length_371_cov_37.197279	0.7008	70.08	60.7709	1.79078392904024	371	C	Streptomyces (taxid 1883)	371	1883	Other classified
NODE_19294_length_371_cov_36.996599	0.5903	59.03	60.6065	1.78962653627492	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19295_length_371_cov_36.744898	0.6146	61.46	60.4906	1.78880873073237	371	C	Pseudomyxococcus hansupus (taxid 1297742)	371	1297742	Other classified
NODE_19296_length_371_cov_32.632653	0.6981	69.81	53.3693	1.73535374153409	371	C	Sphingomonas sp. CL5.1 (taxid 2653203)	371	2653203	Other classified
NODE_19297_length_371_cov_32.013605	0.558	55.8	52.1509	1.72551062279581	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19298_length_371_cov_31.034014	0.69	69	50.5364	1.71211407826727	371	C	Brevundimonas goettingensis (taxid 2774190)	371	2774190	Other classified
NODE_19299_length_371_cov_29.520408	0.3989	39.89	48.0916	1.69100718691444	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19300_length_371_cov_28.503401	0.5445	54.45	46.4555	1.67628655356472	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19301_length_371_cov_28.435374	0.5013	50.13	46.4016	1.67579300115602	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19302_length_371_cov_28.367347	0.6307	63.07	46.3477	1.67529888721323	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19303_length_371_cov_28.302721	0.7035	70.35	46.0889	1.67291854541172	371	C	Nocardia yamanashiensis (taxid 209247)	371	209247	Other classified
NODE_19304_length_371_cov_27.680272	0.6873	68.73	45.4394	1.66688659999047	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19305_length_371_cov_27.431973	0.6253	62.53	44.7763	1.66064068666701	371	C	Caulobacter sp. RL271 (taxid 3458546)	371	3458546	Other classified
NODE_19306_length_371_cov_27.312925	0.6685	66.85	44.4744	1.65776697758911	371	C	Caulobacteraceae (taxid 76892)	371	76892	Other classified
NODE_19307_length_371_cov_27.064626	0.6011	60.11	44.0701	1.65388852166982	371	C	Sphingomonas sp. AAP5 (taxid 1523415)	371	1523415	Other classified
NODE_19308_length_371_cov_25.823129	0.6253	62.53	42.0485	1.63395802331413	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19309_length_371_cov_25.741497	0.6496	64.96	42.0377	1.6338490539223	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19310_length_371_cov_25.493197	0.5364	53.64	41.593	1.62933823029589	371	C	Vibrio cidicii (taxid 1763883)	371	1763883	Vibrio
NODE_19311_length_371_cov_25.425170	0.4825	48.25	42.0809	1.63428476753567	371	C	Vibrio sp. NH-7 (taxid 3470823)	371	3470823	Vibrio
NODE_19312_length_371_cov_21.948980	0.6334	63.34	39.6226	1.60876771644734	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19313_length_371_cov_21.350340	0.7197	71.97	34.7682	1.55349708524998	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19314_length_371_cov_20.857143	0.4555	45.55	33.9623	1.54359999502793	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19315_length_371_cov_20.360544	0.4232	42.32	33.1536	1.53343648774618	371	C	Lacibacter sp. MH-610 (taxid 3020883)	371	3020883	Other classified
NODE_19316_length_371_cov_20.357143	0.3854	38.54	33.1509	1.53340215340213	371	C	Bacteroidota (taxid 976)	371	976	Other classified
NODE_19317_length_371_cov_20.105442	0.6092	60.92	32.7439	1.52819527536623	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19318_length_371_cov_19.353741	0.531	53.1	31.6765	1.51423553280256	371	C	Vibrio cidicii (taxid 1763883)	371	1763883	Vibrio
NODE_19319_length_371_cov_18.619048	0.6873	68.73	30.3208	1.49583284633445	371	C	Phenylobacterium montanum (taxid 2823693)	371	2823693	Other classified
NODE_19320_length_371_cov_18.578231	0.6819	68.19	50.1348	1.70871656166198	371	C	Reyranella sp. (taxid 1929291)	371	1929291	Reyranella
NODE_19321_length_371_cov_17.877551	0.4663	46.63	29.1105	1.47871796725099	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19322_length_371_cov_17.629252	0.6173	61.73	28.8733	1.4752832002616	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19323_length_371_cov_16.761905	0.752	75.2	27.3962	1.45326022633402	371	C	Micrococcus (taxid 1269)	371	1269	Other classified
NODE_19324_length_371_cov_16.272109	0.7278	72.78	26.593	1.44079892094371	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19325_length_371_cov_15.891156	0.6873	68.73	25.876	1.4293646324177	371	C	Caulobacter segnis (taxid 88688)	371	88688	Other classified
NODE_19326_length_371_cov_15.391156	0.6065	60.65	25.0647	1.41605273064058	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19327_length_371_cov_14.880952	0.6361	63.61	24.2588	1.4024127141624	371	C	Caulobacter vibrioides (taxid 155892)	371	155892	Other classified
NODE_19328_length_371_cov_12.802721	0.3181	31.81	20.9245	1.34092969783206	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19329_length_371_cov_11.360544	0.6792	67.92	18.5984	1.29222061729858	371	C	Bradyrhizobium sp. WD16 (taxid 1521768)	371	1521768	Other classified
NODE_19330_length_371_cov_11.316327	0.5903	59.03	19.2453	1.30632421663811	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19331_length_371_cov_10.925170	0.434	43.4	17.7898	1.27392215746302	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19332_length_371_cov_6.455782	0.5094	50.94	10.5121	1.06115455344936	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19333_length_371_cov_6.207483	0.3396	33.96	10.1078	1.04562805151769	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19334_length_371_cov_5.710884	0.5175	51.75	9.2992	1.01280349178489	371	C	Vibrio navarrensis (taxid 29495)	371	29495	Vibrio
NODE_19335_length_371_cov_4.469388	0.6388	63.88	7.2776	0.917904436078997	371	C	Actinomycetes (taxid 1760)	371	1760	Other classified
NODE_19336_length_371_cov_3.972789	0.4555	45.55	6.469	0.873262459438727	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19337_length_371_cov_1.986395	0.5148	51.48	3.2345	0.626802137202601	371	C	Vibrio cidicii (taxid 1763883)	371	1763883	Vibrio
NODE_19338_length_371_cov_1.979592	0.3747	37.47	3.2345	0.626802137202601	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19339_length_371_cov_1.738095	0.3801	38.01	2.8302	0.583221451939537	371	C	Vibrio alginolyticus (taxid 663)	371	663	Vibrio
NODE_19340_length_371_cov_1.738095	0.4636	46.36	2.8302	0.583221451939537	371	C	Vibrio diabolicus (taxid 50719)	371	50719	Vibrio
NODE_19341_length_371_cov_1.659864	0.3612	36.12	2.8302	0.583221451939537	371	C	Vibrio vulnificus (taxid 672)	371	672	Vibrio
NODE_19342_length_371_cov_1.629252	0.4151	41.51	5.7574	0.829779627471831	371	C	Vibrio parahaemolyticus (taxid 670)	371	670	Vibrio
NODE_19343_length_371_cov_1.489796	0.496	49.6	2.655	0.562887381293879	371	C	Vibrio diabolicus (taxid 50719)	371	50719	Vibrio
NODE_19344_length_371_cov_1.489796	0.3612	36.12	2.4259	0.534774682014774	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19345_length_371_cov_1.489796	0.4798	47.98	2.4771	0.541217180997805	371	C	Vibrio (taxid 662)	371	662	Vibrio
NODE_19346_length_371_cov_1.241497	0.4016	40.16	2.0216	0.480236971819469	371	C	Vibrio (taxid 662)	371	662	Vibrio
NODE_19347_length_371_cov_1.241497	0.434	43.4	2.0216	0.480236971819469	371	C	Vibrio vulnificus (taxid 672)	371	672	Vibrio
NODE_19348_length_371_cov_1.241497	0.3693	36.93	2.0216	0.480236971819469	371	C	Vibrio vulnificus (taxid 672)	371	672	Vibrio
NODE_19349_length_371_cov_1.241497	0.469	46.9	2.0216	0.480236971819469	371	C	unclassified Vibrio (taxid 2614977)	371	2614977	Vibrio
NODE_19350_length_371_cov_1.241497	0.2965	29.65	2.0216	0.480236971819469	371	U	unclassified (taxid 0)	371	0	Unclassified
NODE_19351_length_371_cov_1.187075	0.4717	47.17	2.4259	0.534774682014774	371	C	Vibrio (taxid 662)	371	662	Vibrio
NODE_19352_length_371_cov_1.176871	0.4879	48.79	2.186	0.503245771465113	371	C	unclassified Vibrio (taxid 2614977)	371	2614977	Vibrio
NODE_19353_length_371_cov_1.156463	0.345	34.5	3.2345	0.626802137202601	371	C	Vibrio vulnificus (taxid 672)	371	672	Vibrio
NODE_19354_length_371_cov_1.125850	0.3774	37.74	2.0216	0.480236971819469	371	C	Vibrio (taxid 662)	371	662	Vibrio
NODE_19355_length_371_cov_0.993197	0.31	31	1.6173	0.417853505168476	371	C	Vibrio parahaemolyticus (taxid 670)	371	670	Vibrio
NODE_19356_length_371_cov_0.993197	0.3935	39.35	1.6173	0.417853505168476	371	C	Vibrio diabolicus (taxid 50719)	371	50719	Vibrio
NODE_19357_length_371_cov_0.993197	0.496	49.6	1.6173	0.417853505168476	371	C	Vibrio navarrensis (taxid 29495)	371	29495	Vibrio
NODE_19358_length_371_cov_0.993197	0.4178	41.78	1.6173	0.417853505168476	371	C	Vibrio diabolicus subgroup (taxid 2315253)	371	2315253	Vibrio
NODE_19359_length_371_cov_0.993197	0.3908	39.08	1.6173	0.417853505168476	371	C	Vibrio vulnificus (taxid 672)	371	672	Vibrio
NODE_19360_length_371_cov_0.891156	0.4717	47.17	1.6307	0.420071324796761	371	C	Vibrio diabolicus (taxid 50719)	371	50719	Vibrio
NODE_19361_length_371_cov_0.829932	0.4097	40.97	1.6173	0.417853505168476	371	C	Vibrio anguillarum (taxid 55601)	371	55601	Vibrio
NODE_19362_length_370_cov_93.481229	0.4946	49.46	152.4838	2.18606254305821	370	U	unclassified (taxid 0)	370	0	Unclassified
NODE_19363_length_370_cov_84.122867	0.4703	47.03	136.8405	2.13937683979435	370	U	unclassified (taxid 0)	370	0	Unclassified
NODE_19364_length_370_cov_72.440273	0.5027	50.27	123.5432	2.09532002024589	370	U	unclassified (taxid 0)	370	0	Unclassified
NODE_19365_length_370_cov_52.576792	0.6486	64.86	128.6649	2.11282242944297	370	C	Phenylobacterium montanum (taxid 2823693)	370	2823693	Other classified
NODE_19366_length_370_cov_52.201365	0.4838	48.38	89.4378	1.95634998910586	370	U	unclassified (taxid 0)	370	0	Unclassified
NODE_19367_length_370_cov_47.337884	0.5081	50.81	77.027	1.89224490938264	370	U	unclassified (taxid 0)	370	0	Unclassified
NODE_19368_length_370_cov_44.467577	0.4595	45.95	72.673	1.86730835489518	370	U	unclassified (taxid 0)	370	0	Unclassified
NODE_19369_length_370_cov_42.924915	0.6351	63.51	76.0541	1.88679575220437	370	U	unclassified (taxid 0)	370	0	Unclassified
NODE_19370_length_370_cov_41.372014	0.4892	48.92	67.7027	1.83697380506624	370	U	unclassified (taxid 0)	370	0	Unclassified
NODE_19371_length_370_cov_41.331058	0.4946	49.46	67.627	1.8364950143078	370	C	Gloeomargarita lithophora Alchichica-D10 (taxid 1188229)	370	1188229	Other classified
NODE_19372_length_370_cov_40.812287	0.3432	34.32	66.4486	1.82897293964788	370	U	unclassified (taxid 0)	370	0	Unclassified
NODE_19373_length_370_cov_40.040956	0.4865	48.65	73.127	1.8699764241092	370	U	unclassified (taxid 0)	370	0	Unclassified
NODE_19374_length_370_cov_37.116041	0.4946	49.46	60.5757	1.78940935765137	370	U	unclassified (taxid 0)	370	0	Unclassified
NODE_19375_length_370_cov_36.839590	0.6919	69.19	60.3946	1.7881301741813	370	C	Streptomyces sp. cg28 (taxid 3403457)	370	3403457	Other classified
NODE_19376_length_370_cov_35.839590	0.6946	69.46	58.5568	1.7749313549687	370	C	Phenylobacterium sp. (taxid 1871053)	370	1871053	Other classified
